sk_games,date,team,opponent,real_score,opponent_real_score
930aa474706d0dbbe3780a0a139d3d6d,2021-11-20,San Jose Sharks,Washington Capitals,4,0
c16c26b9ed2ad1f1597fd72ca1781ea2,2021-12-09,San Jose Sharks,Minnesota Wild,2,5
ac73b254533e44c5efdafdb4a6047e08,2022-01-11,San Jose Sharks,Detroit Red Wings,3,2
56252f8264557003bbaaf1c8a1c4ade4,2022-01-08,San Jose Sharks,Philadelphia Flyers,2,3
e7abbe8223a946b99cd9c9b1cacfe40d,2022-02-26,San Jose Sharks,Boston Bruins,1,3
1233fc98ed1a72811d1f5b2e0dacbbc4,2022-04-24,San Jose Sharks,Vegas Golden Knights,5,4
e756d384c0803b3dc4582c545cb2550f,2022-01-06,San Jose Sharks,Buffalo Sabres,2,3
7c3ec58c3b9350a014156d89db4c46d2,2021-10-26,San Jose Sharks,Nashville Predators,3,1
ad3573a8c6cb2cfb7fcfe4f3908198ff,2022-04-17,San Jose Sharks,Minnesota Wild,5,4
79dd9867ba16540ac38586ccbe39f41f,2022-01-04,San Jose Sharks,Detroit Red Wings,6,2
a1271c263fca8f444b3783ee5ab90b88,2022-01-02,San Jose Sharks,Pittsburgh Penguins,8,5
b427556462a43bf930a2342b0a762a74,2022-04-20,Seattle Kraken,Colorado Avalanche,3,2
897b1d718791585d4a47ead3cd3925a0,2022-04-29,Seattle Kraken,San Jose Sharks,3,0
60d80a99edec674bc814f21ca486b0d6,2022-02-27,Seattle Kraken,San Jose Sharks,3,1
a7806b9021b7d89d1fa967c0d9731610,2022-03-06,Seattle Kraken,Carolina Hurricanes,3,2
c7452b7b8634c97b3fdc2d99792b80ff,2021-11-17,Seattle Kraken,Chicago Blackhawks,2,4
56f42fa5afa428760062437fc8a731aa,2022-03-19,Seattle Kraken,Detroit Red Wings,4,2
30ef360386028c4fcbef0cc094ec10c3,2022-04-12,Seattle Kraken,Calgary Flames,5,3
251e250c02ebfdd4353914291309e55a,2022-01-27,Seattle Kraken,Pittsburgh Penguins,1,2
f045c1bf1c58d6352ff60fa1448cf64a,2021-11-24,Seattle Kraken,Carolina Hurricanes,2,1
74d83437f1777ec0b443fa33bc969b9c,2021-12-01,Seattle Kraken,Detroit Red Wings,4,3
6b0fb4a2493af6ba2653fde321fe4f27,2022-04-27,Seattle Kraken,Los Angeles Kings,3,5
6ed5a71a58ab90e4e3ea802b778f7ef6,2022-04-16,Seattle Kraken,New Jersey Devils,4,3
52421ae3185920e63a0e68fcc814e932,2022-05-01,Seattle Kraken,Winnipeg Jets,3,4
a81e8631f9333227862679cf2789c77f,2021-11-21,Seattle Kraken,Washington Capitals,2,5
3a498fe743de6e7264e9086448cd7f14,2022-01-25,Seattle Kraken,Nashville Predators,2,4
38a2df3aa1a9212da618fee2665c3c3a,2021-12-29,Seattle Kraken,Philadelphia Flyers,2,3
5123cdf600e822e568f2ff9ba1cbfcbc,2022-02-24,Seattle Kraken,Boston Bruins,2,3
f8a9adc3b01099ab85251b897448a8b4,2021-12-03,Seattle Kraken,Edmonton Oilers,4,3
97742ba83204c5b48ebfb7a9af5575b3,2021-11-01,Seattle Kraken,Edmonton Oilers,5,2
3fc699cb5f84dc109e0b5657b8b0820a,2022-01-23,Seattle Kraken,Florida Panthers,5,3
fd7f265251ecde5ae31b186ae3073963,2022-03-22,Seattle Kraken,Arizona Coyotes,2,4
7efd37726d01ebca57307446f20a468c,2022-02-17,Seattle Kraken,Winnipeg Jets,3,5
ca978d38ec3363047c8342965a0c4790,2021-10-23,Seattle Kraken,Vancouver Canucks,4,2
47c4a89c77b4ad1272bbef1033971e42,2022-02-19,Seattle Kraken,Calgary Flames,2,1
50159ce59b70845935e238ea3779578d,2021-12-11,Seattle Kraken,Columbus Blue Jackets,4,5
2a5953c33d8a3f88c6a2142321e2fd6d,2022-03-05,Seattle Kraken,Washington Capitals,2,5
0062e9f7df9485141de7fd6bbce65a8c,2022-03-12,Seattle Kraken,Montreal Canadiens,3,4
846577e9749a95f072aab3b80b5fe25e,2021-11-09,Seattle Kraken,Vegas Golden Knights,2,4
6ae1eff30230ec55c6c65246b0200ad7,2022-04-07,Seattle Kraken,Chicago Blackhawks,0,2
65da47fe074a0c0b6e340c2e2a128c09,2022-01-21,Seattle Kraken,St Louis Blues,5,0
2b51f6da6b05d170ff98f5babcb80288,2021-12-30,Seattle Kraken,Calgary Flames,4,6
582b5968279513f9928d88e2738c9884,2022-01-20,Seattle Kraken,San Jose Sharks,3,2
1879ce7b885871b98edfb50ad9f39ab6,2022-02-22,Seattle Kraken,New York Islanders,2,5
b76de97e35b3edd40ca95072eec75853,2022-04-26,Seattle Kraken,Vancouver Canucks,2,5
7b9ecb23788f89a3509316129174834f,2021-10-31,Seattle Kraken,New York Rangers,1,3
bed9a6ce2a73f66d67d876c85bedf96b,2021-11-13,Seattle Kraken,Minnesota Wild,2,4
57fbaa3f10e6ab8b07a1754442dbf8f9,2021-12-15,Seattle Kraken,Anaheim Ducks,4,1
59645bc9a133b9ba5d9be039848e8b09,2021-12-06,Seattle Kraken,Pittsburgh Penguins,1,6
13abff305571ac8c0b43c152818987cf,2021-10-28,Seattle Kraken,Minnesota Wild,4,1
442ab084359eb02b7effb8d6530f28a3,2022-04-06,Seattle Kraken,St Louis Blues,1,4
1843b7d197cbbd41a1a987df4c489c85,2022-03-28,Seattle Kraken,Los Angeles Kings,1,6
92709f76631cf9a1dca048d1a82825d2,2022-03-08,Seattle Kraken,Toronto Maple Leafs,4,6
045ed8d14ddcfd2da59884717978a9ee,2022-01-17,Seattle Kraken,Chicago Blackhawks,3,2
ff6a4d3330d2b71449284ff13d7a6402,2021-10-12,Seattle Kraken,Vegas Golden Knights,3,4
9e363d66950836e5a6fc9ff6b33a13d4,2022-04-03,Seattle Kraken,Dallas Stars,4,1
d23a84a08e4d98e4c0afaafe997c7734,2021-10-14,Seattle Kraken,Nashville Predators,3,4
1b87132624b6268fb60e4a90e7b0319d,2021-12-18,Seattle Kraken,Edmonton Oilers,3,5
030e7abd6ddb5c8359962df03fe2edbf,2022-01-15,Seattle Kraken,Los Angeles Kings,1,3
22b7ef1874921c5e0cf05b3adcaef439,2021-12-09,Seattle Kraken,Winnipeg Jets,3,0
05e40da3d41efba56240f9ea47ae9e70,2022-01-13,Seattle Kraken,St Louis Blues,1,2
9a358be6231df54e68555f739ba078f8,2022-03-26,Seattle Kraken,Los Angeles Kings,4,2
fc7dfd6d42b6cc511770653e7c629b7d,2021-11-11,Seattle Kraken,Anaheim Ducks,4,7
514eae554268b1035d3956cfab18f790,2022-01-01,Seattle Kraken,Vancouver Canucks,5,2
8b4de59f0538ae92a3613818471a5abf,2021-11-04,Seattle Kraken,Buffalo Sabres,5,2
8b8c543140ebd1570f8ae946608ab340,2022-02-21,Seattle Kraken,Vancouver Canucks,2,5
1c23fce0f18977489afed68f325ed782,2022-03-16,Seattle Kraken,Tampa Bay Lightning,4,1
40d08a22b37234217686ebe7bb78339b,2022-03-30,Seattle Kraken,Vegas Golden Knights,3,0
30e9f491092cd2dae098824bf16bc986,2022-02-09,Seattle Kraken,Arizona Coyotes,2,5
078d95fe47cad1c4a4d63dcaaef6e86f,2022-02-11,Seattle Kraken,Anaheim Ducks,3,4
4d71a028f9f929086126d9e8100fbe4b,2021-10-18,Seattle Kraken,Philadelphia Flyers,6,1
133f481313a00c70b819f01989bceb6f,2021-10-16,Seattle Kraken,Columbus Blue Jackets,2,1
0d52744492d1a7e51e5bfbe14f2d9af2,2021-11-27,Seattle Kraken,Florida Panthers,1,4
0a667300ad86f05c1b6d5f525792e99e,2022-03-02,Seattle Kraken,Nashville Predators,4,3
eac2a2590451e58bba188918491460de,2021-11-26,Seattle Kraken,Tampa Bay Lightning,0,3
2407cae57b49c88925c8903f0f183d83,2022-01-12,Seattle Kraken,Dallas Stars,5,2
444c9a7bcbb824d536e749358cce5f1a,2021-12-14,Seattle Kraken,San Jose Sharks,1,3
e8300d379c23ccd20d60319f5c45d527,2022-03-10,Seattle Kraken,Ottawa Senators,4,3
13ed07d01da1ef74b0e61350602755d9,2022-02-02,Seattle Kraken,New York Islanders,0,3
580648c30597aa87af8a7f65e3a69c89,2022-04-23,Seattle Kraken,Dallas Stars,3,2
223316e120f3e082cc8a46e0e83c7eb6,2022-04-01,Seattle Kraken,Vegas Golden Knights,5,2
121474e85d60d9219af185b0d4a4c12f,2022-04-18,Seattle Kraken,Ottawa Senators,4,2
20cadf011f2d63c106516977b6ba0bd2,2021-11-29,Seattle Kraken,Buffalo Sabres,4,7
e11c45945efeb68ddb4e734a3c7ecbc8,2022-02-01,Seattle Kraken,Boston Bruins,3,2
69b1ddf5c2230e401b2c9c7554fb520f,2021-10-19,Seattle Kraken,New Jersey Devils,4,2
c725f3672f7013e512d39f8bb86a1a87,2022-02-14,Seattle Kraken,Toronto Maple Leafs,6,2
de53d633bd4372ba8f79680cc8aae067,2021-11-19,Seattle Kraken,Colorado Avalanche,3,7
e49cfb1b86a6a9a9cfc878069fe159af,2021-11-06,Seattle Kraken,Arizona Coyotes,5,4
aae0784f4a62669703062c04635fadb1,2022-04-09,Seattle Kraken,Calgary Flames,1,4
10f689fc42a0a3a7f72132e8d9066fef,2022-04-22,Seattle Kraken,Minnesota Wild,6,3
9f62c793e25cfecbca8efee6929beeaf,2022-01-30,Seattle Kraken,New York Rangers,3,2
2c1f50e33040972e2477842e1f476870,2022-01-10,Seattle Kraken,Colorado Avalanche,4,3
67ac19117f58f4bfe7d31fa7f4e0a7d1,2021-10-26,Seattle Kraken,Montreal Canadiens,5,1
76189669a05bece88c5bf3b829633a6d,2022-01-07,St Louis Blues,Washington Capitals,1,5
e6ef133ba9bc4e5c95c7b28d0bfba1a1,2022-04-02,St Louis Blues,Calgary Flames,4,6
36a98fa101fe86afb136343fdc30516b,2022-01-29,St Louis Blues,Winnipeg Jets,4,1
54b82b820df1b422819b97bf6f2eb740,2022-03-02,St Louis Blues,New York Rangers,5,3
ea5d86ba9cefb3143a0bcfea8eb5ac2c,2022-02-25,St Louis Blues,Buffalo Sabres,5,3
2f681d03994929e1c4d613fe6d8d7d3b,2022-02-15,St Louis Blues,Ottawa Senators,2,5
6e6ba64593b0e503b3cadc13b32b1857,2022-03-08,St Louis Blues,Ottawa Senators,1,4
565315f086de720a4ecdd4f8fbad985f,2022-04-21,St Louis Blues,San Jose Sharks,1,3
269320d99c610c651cd306408923df21,2022-03-05,St Louis Blues,New York Islanders,2,1
bc25e690f66f68f49ac8eb4735f094d4,2021-10-18,St Louis Blues,Arizona Coyotes,4,7
db5b0ace38b111080be192fe36595f1e,2022-02-17,St Louis Blues,Montreal Canadiens,3,2
643ff6fe09010f2019b50316dc243342,2021-10-25,St Louis Blues,Los Angeles Kings,3,0
962e63ebff15f32869cbdd4317479e26,2021-11-30,St Louis Blues,Tampa Bay Lightning,3,4
b57ccd2a0aae25cfae0fb6db5a1d913f,2022-04-24,St Louis Blues,Anaheim Ducks,3,6
035cae4b69d9b09eea9e76b101797ffe,2022-04-09,St Louis Blues,New York Islanders,6,1
457a8244ae3a4b78bbea2c1c4ab9b4b4,2022-03-12,St Louis Blues,Nashville Predators,4,7
644aed77ba601f21870887ec00d15d0f,2022-01-27,St Louis Blues,Calgary Flames,5,1
375fdd06bf3beab9ced67570cbf434c0,2021-10-20,St Louis Blues,Vegas Golden Knights,3,1
f3014f403ae41f9a470a911deffef4d8,2022-02-22,St Louis Blues,Philadelphia Flyers,1,4
f9c0055cb2f4f7ad94f1a53bb6ade24d,2021-11-13,St Louis Blues,Carolina Hurricanes,3,2
5ebcaf6ed5e15fe625a70c1a633f5ba2,2021-11-22,St Louis Blues,Vegas Golden Knights,2,5
7c316ceb4a8e2fb8047cb742d14ee858,2022-01-09,St Louis Blues,Dallas Stars,2,1
cab6941c6b0debac859f70dcfb46bd5e,2021-12-17,St Louis Blues,Dallas Stars,4,1
c97d4dc1c9d6be5143c5a7b39cbd30cc,2022-04-08,St Louis Blues,Minnesota Wild,4,3
769d6805e3d54bcd1f484dbb4a9f15bd,2021-11-11,St Louis Blues,Nashville Predators,3,4
83a607bd0a7fc2b890e9186fe31881fb,2022-03-19,St Louis Blues,Columbus Blue Jackets,5,4
5327705a064d24f9d4a0115efe7139d9,2021-12-02,St Louis Blues,Tampa Bay Lightning,2,4
6c096c093ffb894655e05ea69b9ecbfc,2022-04-04,St Louis Blues,Arizona Coyotes,5,1
0a229b7362224400460af24c39851caf,2022-01-15,St Louis Blues,Toronto Maple Leafs,6,5
d66088403596db9e505f346b4cf22537,2021-12-29,St Louis Blues,Edmonton Oilers,4,2
137a1d9e93fc5c7724ab49711ba7cc10,2022-04-23,St Louis Blues,Arizona Coyotes,4,5
d8ee8e8162dfb485322f6d54c98af544,2022-02-12,St Louis Blues,Chicago Blackhawks,5,1
93c357d222e3855e135756ed5b144481,2022-03-06,St Louis Blues,New Jersey Devils,3,2
cc4c5f830b03f1d706775cea72f9002e,2021-10-30,St Louis Blues,Chicago Blackhawks,1,0
6c677d45a5ac8ae105b62bbeadfe6a72,2021-12-07,St Louis Blues,Florida Panthers,4,3
15400aa95e410eaf603f2c2a7f9d20d3,2022-03-13,St Louis Blues,Winnipeg Jets,4,3
4735576e2dcba8ed909621965b6955e0,2022-03-22,St Louis Blues,Washington Capitals,5,2
e0dfb6c3e232bfd5365de6c106194dfc,2022-03-28,St Louis Blues,Vancouver Canucks,1,4
c7e1f7ffc1887bcc279875d396fc6879,2022-01-24,St Louis Blues,Calgary Flames,7,1
13aa5d70e8ae7970f09647375ea9cecb,2022-04-29,St Louis Blues,Vegas Golden Knights,7,4
260adbfeb26720405936835be72baf87,2022-02-27,St Louis Blues,Chicago Blackhawks,0,4
917fb72e19fe4805b232c82e3ca407b9,2021-11-18,St Louis Blues,San Jose Sharks,4,1
c6647d50abe552aa45eedd207194da97,2022-04-26,St Louis Blues,Colorado Avalanche,5,3
8dfd3be426bdedef724483d42a8da0e0,2021-11-26,St Louis Blues,Chicago Blackhawks,3,2
ed195650e9a615288dd37f7665afd22a,2022-01-05,St Louis Blues,Pittsburgh Penguins,5,3
75eccc6e3d5e52ef3cc90e7de2396e0a,2021-11-24,St Louis Blues,Detroit Red Wings,4,2
fbb4d4379bf240461e60b069c2f24155,2022-02-19,St Louis Blues,Toronto Maple Leafs,6,3
5288732c0f48770566ae5c01f15af953,2021-12-04,St Louis Blues,Florida Panthers,4,3
e6c998a6022912d05365f30e9c390408,2022-01-23,St Louis Blues,Vancouver Canucks,3,1
e4542ff6ee91a74c8a197e398bfdcb5b,2021-11-09,St Louis Blues,Winnipeg Jets,3,2
57e2a10e9e737f8f22c7690d14a1f9d7,2022-03-26,St Louis Blues,Carolina Hurricanes,2,7
a75b755aefc3fac577d1dab18a30dc9c,2021-11-14,St Louis Blues,Edmonton Oilers,4,5
60a27a6642c9cbc3ec1cbe560030d998,2021-12-19,St Louis Blues,Winnipeg Jets,2,4
12e1b600efe0c3c14b9b2d6fa1926f3a,2022-01-13,St Louis Blues,Seattle Kraken,2,1
a98350acd41785ffbcf1018c6fbb5acc,2021-11-07,St Louis Blues,Anaheim Ducks,4,1
cf08d128fa1ebd1e204f8862c49d3b6c,2021-10-28,St Louis Blues,Colorado Avalanche,3,4
03de5a1c1bd9f579ee8b24d991fd654b,2021-10-16,St Louis Blues,Colorado Avalanche,3,5
584d5d6cd1e9d7f1fa5428b50770a685,2021-11-20,St Louis Blues,Dallas Stars,4,1
88eec59de9aa1c8ac8be31c3389aa1c6,2022-01-21,St Louis Blues,Seattle Kraken,0,5
321b24474bb687bb11de61e268a52b7c,2022-01-01,St Louis Blues,Minnesota Wild,4,6
8eb678b4e0da6a3fe157342cd6120a69,2022-04-17,St Louis Blues,Nashville Predators,3,8
cc78faf7579f635809d8ec196c7c7bff,2022-03-17,St Louis Blues,Pittsburgh Penguins,2,3
4cb62a15c9e63124d016c54cd5220792,2021-12-09,St Louis Blues,Detroit Red Wings,6,2
82aee4e7c5f59d5170d61b906c2a6ab8,2022-04-19,St Louis Blues,Boston Bruins,2,3
f59073a18b44b67ce57442627afac390,2021-12-14,St Louis Blues,Dallas Stars,1,4
f4ce22b2440334baf027156ca5e89282,2022-03-30,St Louis Blues,Vancouver Canucks,4,3
2f9c1a6ba22df0ccbbfc7d3ebcf431f8,2022-04-01,St Louis Blues,Edmonton Oilers,6,5
e7de9abae55b4d891c4342b5d93811b8,2021-12-12,St Louis Blues,Anaheim Ducks,2,3
7969d2968dd7fd471ee3a64e34088afb,2022-04-14,St Louis Blues,Buffalo Sabres,2,6
a70f265816d60987bb23dddf960a7701,2022-03-24,St Louis Blues,Philadelphia Flyers,2,5
eafeb2eeb7a090e25b04fa715e6d7adc,2022-04-12,St Louis Blues,Boston Bruins,2,4
59907445e24934dc59f2acc89464740c,2021-11-04,St Louis Blues,San Jose Sharks,3,5
be546c5403a51b76a2bc219aa8addc91,2021-11-16,St Louis Blues,Arizona Coyotes,2,3
f5d666651fbe186ec0fcd7d0c63ba208,2022-03-10,St Louis Blues,New York Rangers,6,2
2558e4cc0ff3495942762b4bcd20951b,2022-04-16,St Louis Blues,Minnesota Wild,6,5
d8f827af9ae3feb36e0b80b0432cb2a4,2022-02-10,St Louis Blues,New Jersey Devils,4,7
55d48a634193e1f736b01724e3f57c94,2021-10-23,St Louis Blues,Los Angeles Kings,7,3
43ede7fda83662eb3ccb913844f2dd7f,2021-11-03,St Louis Blues,Los Angeles Kings,3,2
fc43c92505a5decca183d3f69a0e0b6e,2022-04-06,St Louis Blues,Seattle Kraken,4,1
ca3f642b9a4fb24c83d008d80efeb77b,2021-11-27,St Louis Blues,Columbus Blue Jackets,6,3
23726ef7cf2b94fa54e447ed462aceba,2022-01-17,St Louis Blues,Nashville Predators,5,3
5a6dc878192d628c16badcc4bceec97b,2021-12-11,St Louis Blues,Montreal Canadiens,4,1
d580947344c3736e1efb1c4a4ac41469,2022-02-01,Tampa Bay Lightning,San Jose Sharks,3,2
7489f2171a774f0755141f1745ee2a18,2021-11-18,Tampa Bay Lightning,Philadelphia Flyers,3,4
a7ab1e73e527c991c75e0c81e8dcc6b9,2021-11-06,Tampa Bay Lightning,Ottawa Senators,3,5
f4c31ab1bc24147d93f84ca57c2b5376,2021-10-12,Tampa Bay Lightning,Pittsburgh Penguins,2,6
13abffca4a2d3fe5cf8cc74510815a6e,2022-04-16,Tampa Bay Lightning,Winnipeg Jets,4,7
47b0b2eb7035003f55afc1da8c4dedf0,2021-11-15,Tampa Bay Lightning,New York Islanders,4,1
5c5ac99d81c1a5fa7406788e6238b2da,2021-11-13,Tampa Bay Lightning,Florida Panthers,3,2
34b0bf8a45d3d4dd0849f0ca19ad3d29,2022-04-19,Tampa Bay Lightning,Detroit Red Wings,3,4
3f8a16c1b51c858d8a0a33691563927c,2021-11-09,Tampa Bay Lightning,Carolina Hurricanes,1,2
532f9975dc2d19331e08435c2bd39ecc,2022-03-12,Tampa Bay Lightning,Edmonton Oilers,4,1
f376f50345be13d91d576a737d1fc700,2022-03-01,Tampa Bay Lightning,Ottawa Senators,5,2
ef1880c6296765bcb46b29aff89833ea,2022-03-13,Tampa Bay Lightning,Vancouver Canucks,2,1
81462ba05455e538076107845db7dbdb,2022-02-15,Tampa Bay Lightning,New Jersey Devils,3,6
2baf11cedf3025af2726831fc002329d,2022-03-06,Tampa Bay Lightning,Chicago Blackhawks,3,6
db7ed8966fe2d0e4ce5501257ed83776,2022-02-11,Tampa Bay Lightning,Arizona Coyotes,3,4
6bed55388a79c198c41dd73ad0e20446,2021-10-16,Tampa Bay Lightning,Washington Capitals,2,1
aceeee889945158bbafb542ab50ce01a,2022-02-10,Tampa Bay Lightning,Colorado Avalanche,3,2
085cbbb159387a81f2cfe741b2efd7fa,2022-03-16,Tampa Bay Lightning,Seattle Kraken,1,4
8562a81babf4bf93f1aa1c2b334f0275,2022-04-28,Tampa Bay Lightning,Columbus Blue Jackets,5,2
6ff8caf86410b6f5f2ac641b17c1a689,2021-10-19,Tampa Bay Lightning,Florida Panthers,1,4
4747d9cd59dfbb1f75088c8170b83897,2022-01-29,Tampa Bay Lightning,Vegas Golden Knights,3,2
f13b0ae9d8433e7f029873f804a28350,2022-03-19,Tampa Bay Lightning,New York Rangers,1,2
8931d1ca7fa9ca018ae19fb30fb9df4d,2022-01-27,Tampa Bay Lightning,New Jersey Devils,3,2
28de69f55b700e7d0a9782e00cd17351,2021-10-23,Tampa Bay Lightning,Colorado Avalanche,3,4
c20394b1a43c35ba0d0aba183265ae7f,2022-03-22,Tampa Bay Lightning,Carolina Hurricanes,3,2
132f43fcc1c855a8cbd5c1d83156bcb1,2022-01-22,Tampa Bay Lightning,San Jose Sharks,1,7
75394132937c8fd8eb602c8b2a146972,2022-01-21,Tampa Bay Lightning,Anaheim Ducks,5,1
1ca7a9ade75da120d31ff60c3b3537d6,2021-10-14,Tampa Bay Lightning,Detroit Red Wings,6,7
c818613d470bd9476c65225832030e7c,2022-03-24,Tampa Bay Lightning,Boston Bruins,3,2
c98e9bc12b9331b88eea1782bbe197c9,2022-01-18,Tampa Bay Lightning,Los Angeles Kings,4,6
3479cd0df8d63d8adbf59fce0358363c,2022-02-26,Tampa Bay Lightning,Nashville Predators,2,3
48b103f92fd13f6808ab0ef652b38078,2022-01-15,Tampa Bay Lightning,Dallas Stars,3,1
f04a992105b8d5c727a30afe8ab7c7ff,2021-10-25,Tampa Bay Lightning,Buffalo Sabres,5,1
8bece5da59a7cca7f4e35f6e0e879823,2022-03-26,Tampa Bay Lightning,Detroit Red Wings,1,2
0256651bdca28e6fce1342d52cf3989c,2022-01-13,Tampa Bay Lightning,Vancouver Canucks,2,4
77bc9ba999dc922022295737bb1fd86d,2022-01-11,Tampa Bay Lightning,Buffalo Sabres,1,6
f6044501f5234b5abc3013fe21625156,2022-04-26,Tampa Bay Lightning,Columbus Blue Jackets,4,1
d19072c8075463fd50aa6bb463dd037f,2022-03-27,Tampa Bay Lightning,New York Islanders,1,4
63a9ada19c5b390cdaa9f49fc4a888ff,2022-01-08,Tampa Bay Lightning,Boston Bruins,2,5
c75d06bc64defca9f1198801fa5f0585,2021-10-26,Tampa Bay Lightning,Pittsburgh Penguins,1,5
0f1a02c26d66445f9148a350cd1ff4dc,2022-01-06,Tampa Bay Lightning,Calgary Flames,4,1
3a7ca3444c33bfb1efef6adaf5af2a7f,2022-03-29,Tampa Bay Lightning,Carolina Hurricanes,4,3
eac59e167334ab23835270e80b72b225,2022-01-04,Tampa Bay Lightning,Columbus Blue Jackets,2,7
fa9bbf976930d5c23617e71fc62f0659,2022-01-02,Tampa Bay Lightning,New York Rangers,4,0
8dd736ebd7c89b71af641037d0d7bc8b,2021-12-31,Tampa Bay Lightning,New York Rangers,3,4
8646bf396e66f38f82cda121eda3f88f,2022-03-03,Tampa Bay Lightning,Pittsburgh Penguins,1,5
8f53d7579ba6af7f263d97f11526be8f,2022-04-24,Tampa Bay Lightning,Florida Panthers,4,8
e4321c4a3b98563f6512105fec643fd7,2021-12-30,Tampa Bay Lightning,Florida Panthers,9,3
6b681e3be3011dcf20fc17a44367f9e5,2021-12-28,Tampa Bay Lightning,Montreal Canadiens,5,4
8a6918e031c3a4afee109010408509fa,2022-04-01,Tampa Bay Lightning,Chicago Blackhawks,5,2
8ee8094aba567e6698f5dfd2fadabc1b,2022-03-08,Tampa Bay Lightning,Winnipeg Jets,4,7
839db3f550510968ac20e15c9f5c4c0e,2021-12-21,Tampa Bay Lightning,Vegas Golden Knights,4,3
501021510e64e9b183f3338d1660d223,2021-10-28,Tampa Bay Lightning,Arizona Coyotes,5,1
7a3582f6a1ef7b19532f4e8203b1c66a,2022-03-10,Tampa Bay Lightning,Calgary Flames,4,1
33ecd144059b8b96d9d7eaee565cfe00,2022-04-02,Tampa Bay Lightning,Montreal Canadiens,4,5
59c7dfea68b6df6ab3c00014ac3eb8d7,2021-12-16,Tampa Bay Lightning,Ottawa Senators,2,1
33667e8193be996b0d264b867a43daf4,2022-04-23,Tampa Bay Lightning,Nashville Predators,6,2
fb2b1dd41286cb75d14401c9c4b2e679,2021-12-14,Tampa Bay Lightning,Los Angeles Kings,3,2
4878a6ad472a3bcd09a053cc1cfb80b1,2021-12-11,Tampa Bay Lightning,Ottawa Senators,4,0
dffca58538f91ff5dfbb36085c7659fc,2022-04-04,Tampa Bay Lightning,Toronto Maple Leafs,6,2
d27d63d0e7db48e5ed47dbe62af0d2de,2022-04-29,Tampa Bay Lightning,New York Islanders,4,6
f5060cbd307a78bc2dbffbaf88a33c8b,2021-12-09,Tampa Bay Lightning,Toronto Maple Leafs,5,3
13f2045e80905b3768b885641af32770,2022-03-04,Tampa Bay Lightning,Detroit Red Wings,3,1
86dc7b9511dd439a543e076c636b27e3,2021-12-07,Tampa Bay Lightning,Montreal Canadiens,2,3
215f8bb3dbe14b659a980de8d3bda01d,2022-04-06,Tampa Bay Lightning,Washington Capitals,3,4
e4cf295923c200edeb4dfa2dfe03e003,2021-11-01,Tampa Bay Lightning,Washington Capitals,2,3
9ddc78e0ef0958ddf1a9e6838add2e77,2021-12-05,Tampa Bay Lightning,Philadelphia Flyers,1,7
eab5c2625d0444b329c807d91af78fea,2021-12-04,Tampa Bay Lightning,Boston Bruins,2,3
9cc3811c624fadaa74583147f5ff1e14,2022-04-08,Tampa Bay Lightning,Boston Bruins,1,2
f2638501a0a712d046190e276098c2fb,2021-12-02,Tampa Bay Lightning,St Louis Blues,4,2
1a7600f90c68608858cf300894b4ee54,2022-02-23,Tampa Bay Lightning,Edmonton Oilers,5,3
aecba524513d1d76e25652194b8c1dbf,2021-11-30,Tampa Bay Lightning,St Louis Blues,4,3
0ab1fc82a8c0ae45159a52f3e28ac95c,2021-11-28,Tampa Bay Lightning,Minnesota Wild,4,2
6f9506c20d8751f907de47337d7efecc,2021-11-04,Tampa Bay Lightning,Toronto Maple Leafs,1,2
267235efcfbf0966be2f4ab37d48e35a,2022-04-10,Tampa Bay Lightning,Buffalo Sabres,5,0
075fecd234176a2e24557b62e1ef7773,2021-11-26,Tampa Bay Lightning,Seattle Kraken,3,0
050cdbb7bdef05dddeb3c73ea130fb3e,2022-04-12,Tampa Bay Lightning,Dallas Stars,1,0
9ffd9b715a4b88c670fa85a540670ec0,2022-04-21,Tampa Bay Lightning,Toronto Maple Leafs,1,8
d83002b6ad04a08226a38dc0decd5a5c,2021-11-23,Tampa Bay Lightning,Philadelphia Flyers,4,0
d845bcc1ed01ed7340c78673756bc49c,2021-11-21,Tampa Bay Lightning,Minnesota Wild,5,4
ac5a7e7f65b7923d7299ee0e9125f2b9,2022-04-14,Tampa Bay Lightning,Anaheim Ducks,4,3
2e853f6c3a2c210e89924f8a8bc769a2,2021-11-20,Tampa Bay Lightning,New Jersey Devils,3,5
449445f6a20ec56bd62debce14b6a6b9,2022-01-05,Toronto Maple Leafs,Edmonton Oilers,4,2
84d787f4a14d91331c943924ccf7c8fd,2021-12-11,Toronto Maple Leafs,Chicago Blackhawks,5,4
5a04e31cc09b44b0330b08794f5abe46,2022-04-29,Toronto Maple Leafs,Boston Bruins,5,2
ca160f275121985935a9addc0c30068c,2022-04-04,Toronto Maple Leafs,Tampa Bay Lightning,2,6
942baa654a37f968dbf93733cd3d34bb,2022-01-08,Toronto Maple Leafs,Colorado Avalanche,5,4
cefb3d7b4b77a8a4c0ebde18f08e2ada,2022-03-27,Toronto Maple Leafs,Florida Panthers,5,2
98b6ad7c2e25d7f3932f818668757039,2022-01-11,Toronto Maple Leafs,Vegas Golden Knights,4,3
2286a361bfb4552e1e6c9d03de3bdc2a,2022-01-12,Toronto Maple Leafs,Arizona Coyotes,2,1
f3927074d425af2afc7d92c244cfa0a5,2022-03-26,Toronto Maple Leafs,Montreal Canadiens,4,2
